caseid,wt2,wt2a,knowledge,sex,race,age,female,white,oftenvote,conservative,prayfreq,heterosexual,married,yrsofschool,income,speaker,vp,pm,cj
657,2.9609001,286696.935889,0,1,1,22,0,1,1,4,1,1,0,13,7,0,0,0,0
658,2.5139,243420.107469,1,1,1,77,0,1,3,4,4,1,1,12,11,0,1,0,0
659,2.9609001,286696.935889,0,1,1,26,0,1,1,4,2,1,0,14,11,0,0,0,0
660,.96319997,93267.581848,1,2,1,63,1,1,1,4,5,1,0,12,7,0,1,0,0
662,1.4603,141400.952919,3,1,1,37,0,1,4,4,1,1,1,15,13,1,1,1,0
664,1.9093,184879.509145,2,1,1,71,0,1,4,5,5,1,1,12,10,1,1,0,0
665,1.8424,178397.169465,1,1,1,46,0,1,4,6,3,1,0,10,14,0,1,0,0
666,1.0492001,101592.6485,0,1,1,18,0,1,1,5,2,1,0,12,2,0,0,0,0
667,.97979999,94877.058248,2,2,1,43,1,1,3,5,4,1,1,17,13,1,1,0,0
668,2.188,211857.476068,2,1,1,18,0,1,1,6,5,1,0,12,8,0,1,1,0
669,.58969998,57096.401011,1,2,1,33,1,1,3,5,4,1,1,16,13,0,1,0,0
671,.75760001,73362.041591,0,2,1,20,1,1,1,4,3,1,0,12,1,0,0,0,0
673,1.711,165679.080707,2,1,1,47,0,1,4,5,3,1,1,12,17,1,1,0,0
674,.70819998,68569.997349,1,1,1,42,0,1,4,5,2,1,1,16,18,0,1,0,0
675,.88599998,85786.287767,2,2,1,42,1,1,3,1,1,1,1,17,11,1,1,0,0
678,1.4117,136694.89104,2,1,1,70,0,1,4,5,2,1,1,17,19,1,1,0,0
679,.73390001,71061.59526,2,1,1,65,0,1,3,6,4,1,1,14,8,1,0,0,1
680,1.7419,168666.013783,2,1,1,26,0,1,2,4,3,1,1,16,13,1,1,0,0
681,.70819998,68569.997349,4,1,1,43,0,1,1,6,4,1,0,13,15,1,1,1,1
682,.9551,92477.436128,0,2,1,56,1,1,3,4,4,1,1,13,8,0,0,0,0
684,1.0888,105430.853131,2,2,1,46,1,1,3,5,5,1,1,13,1,0,1,1,0
685,.85949999,83220.29874100001,2,1,1,50,0,1,4,7,1,1,1,16,25,1,1,0,0
688,2.1873,211795.497932,3,2,1,31,1,1,3,2,2,1,1,16,17,1,1,0,1
689,1.6720999,161906.229197,3,1,1,60,0,1,3,6,3,1,1,16,18,1,1,0,1
690,2.1055,203873.091582,1,2,1,47,1,1,3,4,5,1,1,14,13,0,1,0,0
691,2.8206,273114.47796,1,1,1,18,0,1,1,5,1,1,0,9,1,0,1,0,0
692,2.3155,224205.846596,1,2,1,42,1,1,1,4,4,1,1,13,1,0,1,0,0
693,2.0919001,202557.020653,2,2,1,60,1,1,3,4,3,1,0,16,17,1,1,0,0
694,2.6341,255060.760954,2,1,1,45,0,1,4,5,4,1,1,16,21,1,1,0,0
695,.588,56938.655234,3,2,1,37,1,1,4,6,4,1,1,14,9,1,1,1,0
696,1.4342999,138879.442126,2,1,1,46,0,1,4,2,5,0,0,16,1,1,1,0,0
697,.57489997,55671.63246,1,2,2,65,1,0,4,4,5,1,0,12,9,0,0,1,0
699,.96319997,93267.581848,2,2,1,60,1,1,2,5,5,1,0,12,14,1,1,0,0
700,.63440001,61431.187315,3,1,2,51,0,0,3,6,5,1,1,13,19,1,1,0,1
701,1.257,121710.455437,2,1,1,77,0,1,3,4,5,1,0,12,9,1,1,0,0
702,2.4054999,232918.373633,2,1,1,36,0,1,4,4,1,1,1,16,7,1,1,0,0
704,1.4484,140249.755721,3,2,1,41,1,1,3,6,4,1,0,16,19,1,1,1,0
705,1.1131999,107788.035727,2,1,1,48,0,1,4,5,2,1,1,14,18,1,1,0,0
706,.62110001,60145.368854,2,2,1,50,1,1,3,2,3,1,0,16,16,1,1,0,0
707,.27419999,26552.907037,2,2,2,46,1,0,2,1,5,1,0,9,7,0,1,1,0
710,.2288,22154.179084,2,1,2,30,0,0,4,4,5,1,0,16,15,1,1,0,0
712,.2022,19583.221492,3,1,2,49,0,0,2,3,4,1,0,12,6,0,1,1,1
713,.63440001,61431.187315,4,1,2,52,0,0,3,4,5,1,1,14,20,1,1,1,1
714,.2084,20176.385469,2,2,2,30,1,0,1,4,5,1,1,12,2,0,0,1,1
722,.3204,31025.818351,0,2,2,26,1,0,3,6,5,1,0,9,16,0,0,0,0
724,.56239998,54455.002476,4,2,1,69,1,1,3,5,2,1,0,14,1,1,1,1,1
731,1.8128,175527.423528,2,1,1,36,0,1,1,4,4,1,0,12,11,1,1,0,0
733,.62400001,60421.011895,2,1,2,62,0,0,1,4,5,1,0,16,20,1,1,0,0
735,.86680001,83935.47620200001,1,2,1,62,1,1,3,6,5,1,0,12,14,0,1,0,0
736,1.9148,185412.90778,1,1,1,57,0,1,1,2,4,1,0,12,3,0,1,0,0
738,1.9263999,186534.548042,2,2,1,63,1,1,4,5,2,1,1,12,3,1,1,0,0
739,.90640002,87763.71176400001,1,1,1,34,0,1,1,4,2,1,0,12,24,0,1,0,0
740,.86680001,83935.47620200001,1,1,1,62,0,1,4,6,5,1,0,12,10,0,1,0,0
742,2.0143001,195042.252086,1,2,1,37,1,1,1,2,4,1,1,12,4,0,1,0,0
743,2.0696001,200395.529922,2,2,1,44,1,1,3,6,5,1,1,13,11,1,1,0,0
744,.62769997,60782.333318,1,2,2,49,1,0,4,7,5,1,0,13,4,0,1,0,0
746,.66460001,64357.268856,0,1,2,55,0,0,3,4,4,1,0,12,12,0,0,0,0
747,3.7042999,358679.696587,1,2,1,26,1,1,4,5,4,1,0,16,13,0,1,0,0
749,1.3092999,126781.571156,0,1,1,34,0,1,3,4,1,1,0,17,14,0,0,0,0
750,.36649999,35485.177493,0,1,1,43,0,1,4,6,3,1,0,12,13,0,0,0,0
752,.58920002,57048.795377,0,2,1,65,1,1,1,6,4,1,0,12,7,0,0,0,0
754,.77710003,75246.436048,0,1,1,50,0,1,4,5,3,1,1,16,23,0,0,0,0
756,1.5768,152680.318183,0,2,1,47,1,1,4,6,5,1,1,17,17,0,0,0,0
758,.38229999,37015.928875,0,2,2,48,1,0,3,4,5,1,0,14,18,0,0,0,0
761,1.9227,186174.418759,0,1,1,33,0,1,1,4,1,1,0,13,17,0,0,0,0
762,2.523,244295.020751,0,1,1,54,0,1,3,3,3,1,0,11,5,0,0,0,0
763,2.9609001,286696.935889,0,1,1,20,0,1,1,4,4,1,0,13,6,0,0,0,0
764,.46720001,45241.46955,1,2,2,62,1,0,3,4,3,1,0,9,3,1,0,0,0
765,.31810001,30796.6461,3,2,2,22,1,0,1,2,2,0,0,12,14,1,1,0,1
768,.4928,47721.091837,3,1,2,37,0,0,2,4,3,1,0,12,2,1,1,0,1
774,.63440001,61431.187315,1,1,2,57,0,0,4,5,5,1,1,13,1,0,1,0,0
776,.62959999,60966.896175,2,1,2,37,0,0,3,5,3,1,1,12,9,0,1,0,1
778,.66460001,64357.268856,0,2,2,55,1,0,4,4,5,1,0,12,4,0,0,0,0
780,.63440001,61431.187315,0,1,2,58,0,0,4,4,5,1,1,17,18,0,0,0,0
783,.72549999,70246.69931,3,2,2,41,1,0,4,4,5,1,1,13,9,1,1,0,1
784,.52359998,50703.716294,3,1,2,35,0,0,4,4,2,1,0,16,12,1,1,0,1
788,.90759999,87883.96958800001,3,1,2,44,0,0,4,2,3,1,1,16,22,1,1,0,1
789,.75190002,72806.328632,1,2,2,39,1,0,4,1,5,1,0,17,19,0,1,0,0
790,.9242,89488.096089,1,2,2,23,1,0,1,3,3,1,0,14,2,0,1,0,0
795,1.0663,103248.237452,3,2,1,81,1,1,3,7,5,1,0,13,6,1,1,0,1
801,3.678,356141.57353,2,1,1,23,0,1,4,6,5,1,0,11,7,0,1,1,0
803,2.9609001,286696.935889,1,1,1,27,0,1,3,4,5,1,0,14,21,0,1,0,0
804,2.8763001,278513.695145,0,2,1,48,1,1,4,6,4,1,0,11,3,0,0,0,0
805,2.4054999,232918.373633,0,2,1,33,1,1,3,3,3,1,1,16,13,0,0,0,0
806,2.5139,243420.107469,2,1,1,73,0,1,4,6,5,1,1,12,9,1,0,0,1
807,2.9809,288633.925096,2,1,1,81,0,1,1,3,5,1,1,9,6,1,1,0,0
809,1.2704999,123018.428111,3,2,1,50,1,1,3,2,2,1,1,17,13,1,1,0,1
810,1.9263999,186534.548042,2,1,1,50,0,1,4,5,2,1,1,12,9,1,1,0,0
813,2.1277001,206026.786996,4,1,1,51,0,1,2,4,2,1,1,12,14,1,1,1,1
815,.96319997,93267.581848,2,2,1,60,1,1,1,5,3,1,0,12,4,0,1,0,1
816,1.257,121710.455437,1,1,1,72,0,1,4,4,3,1,0,12,7,0,0,0,1
819,2.4258001,234885.187461,4,1,1,40,0,1,2,5,3,1,1,12,18,1,1,1,1
821,2.9809,288633.925096,4,2,1,76,1,1,3,4,3,1,1,10,10,1,1,1,1
823,1.1942,115635.469,2,2,1,40,1,1,1,4,3,1,1,11,5,0,0,1,1
825,.2395,23186.419953,0,1,2,73,0,0,2,5,5,1,0,12,10,0,0,0,0
826,.1758,17022.035206,0,2,2,63,1,0,3,4,4,1,0,13,9,0,0,0,0
828,.27869999,26986.311021,1,1,2,48,0,0,4,2,5,1,0,16,12,1,0,0,0
830,1.0405,100749.633239,2,1,1,44,0,1,3,2,5,0,0,14,7,1,1,0,0
832,.99879998,96716.767912,1,1,2,24,0,0,1,4,3,1,0,10,7,0,1,0,0
833,2.0143001,195042.252086,0,1,1,34,0,1,2,4,1,1,0,12,11,0,0,0,0
835,.72280002,69983.68283999999,0,2,2,32,1,0,2,5,5,0,0,11,9,0,0,0,0
838,2.1277001,206026.786996,1,2,1,51,1,1,3,3,5,1,1,12,1,0,1,0,0
842,.96319997,93267.581848,3,2,1,64,1,1,2,5,1,1,0,12,17,1,1,0,1
845,2.2843001,221182.215911,3,2,1,63,1,1,4,7,5,1,1,9,3,1,1,0,1
846,1.0154999,98330.08874799999,3,2,1,57,1,1,4,3,5,1,1,14,1,1,1,0,1
848,3.678,356141.57353,0,2,1,29,1,1,1,4,1,1,1,11,3,0,0,0,0
851,1.1404999,110438.238883,1,1,1,53,0,1,1,4,2,1,1,12,11,0,1,0,0
852,.56239998,54455.002476,2,1,1,60,0,1,4,3,1,1,0,13,14,1,1,0,0
853,.73390001,71061.59526,3,2,1,90,1,1,4,4,5,1,0,13,9,1,1,0,1
855,.91170001,88274.359385,3,2,1,90,1,1,3,7,5,1,0,8,4,1,1,1,0
861,.52069998,50420.929812,2,1,2,55,0,0,1,4,5,1,1,12,2,0,1,0,1
864,.99980003,96810.003715,3,1,1,45,0,1,3,6,4,1,0,17,7,1,1,0,1
867,1.8929,183284.507557,2,2,1,43,1,1,3,5,4,1,1,16,20,0,1,1,0
868,1.6603,160765.85589,2,2,1,54,1,1,3,5,3,1,0,15,17,1,1,0,0
869,1.2618999,122189.671705,1,1,1,47,0,1,3,6,5,1,1,16,22,0,1,0,0
871,.70359999,68127.354431,2,2,1,62,1,1,3,6,5,1,0,17,13,1,1,0,0
872,1.1069,107177.23726,2,1,1,58,0,1,3,4,5,1,0,16,18,0,1,1,0
873,.46250001,44786.613748,3,1,1,32,0,1,3,4,2,1,1,14,12,0,1,1,1
876,.76880002,74446.391017,3,2,1,72,1,1,3,2,4,1,0,12,12,1,1,0,1
877,1.0479,101462.970094,1,2,1,35,1,1,4,4,5,1,1,17,4,0,1,0,0
879,.92470002,89534.57300999999,0,1,2,86,0,0,4,4,5,1,0,9,4,0,0,0,0
882,.39739999,38475.664192,2,2,2,75,1,0,1,4,4,1,0,7,3,1,1,0,0
884,.3874,37512.154395,2,2,2,32,1,0,4,5,2,1,0,13,10,1,1,0,0
888,.25830001,25008.10293,3,1,2,35,0,0,4,4,4,1,0,14,8,1,1,0,1
890,.23980001,23220.686836,3,2,2,59,1,0,4,2,4,1,0,10,8,0,1,1,1
892,.61119998,59183.767039,2,1,2,60,0,0,1,4,4,1,1,11,2,1,1,0,0
894,.42840001,41484.343671,4,1,2,53,0,0,3,4,5,1,1,12,8,1,1,1,1
897,.38999999,37766.350897,2,2,2,41,1,0,4,6,5,1,1,16,17,0,1,1,0
898,.48120001,46598.466953,4,1,2,32,0,0,1,5,5,1,0,8,1,1,1,1,1
900,.35179999,34067.129468,1,2,2,29,1,0,3,6,5,1,0,16,10,0,1,0,0
901,.28560001,27656.229114,2,1,2,57,0,0,4,1,5,1,0,12,10,0,0,1,1
903,.27419999,26552.907037,0,2,2,46,1,0,4,7,4,1,0,11,8,0,0,0,0
906,.40020001,38749.86967,2,2,2,78,1,0,4,4,5,1,1,17,13,1,1,0,0
908,.54110003,52398.570634,2,1,2,31,0,0,3,5,4,1,0,12,18,0,1,0,1
913,.28119999,27230.260664,3,2,2,29,1,0,4,4,5,1,0,14,2,0,1,1,1
915,.2313,22393.457326,0,2,2,47,1,0,4,4,4,1,0,12,2,0,0,0,0
918,.2762,26742.142303,1,1,2,43,0,0,3,2,4,1,0,16,8,0,0,1,0
920,.2313,22393.457326,4,2,2,44,1,0,1,1,5,1,0,12,12,1,1,1,1
922,.32080001,31065.644636,1,1,2,38,0,0,3,4,4,1,0,11,12,0,1,0,0
931,.1825,17671.477206,0,1,2,68,0,0,2,1,4,1,0,12,6,0,0,0,0
935,.99449998,96297.837491,3,1,1,47,0,1,4,6,4,1,0,14,14,0,1,1,1
936,2.1826999,211348.092474,4,2,1,57,1,1,3,2,4,1,1,17,16,1,1,1,1
937,1.6516,159926.194565,4,2,1,29,1,1,3,6,5,1,1,15,15,1,1,1,1
939,2.8945,280274.587347,4,1,1,45,0,1,3,6,5,1,1,17,22,1,1,1,1
941,2.4238,234697.61473,4,1,1,48,0,1,1,5,3,1,1,12,17,1,1,1,1
943,.65069997,63010.204474,3,2,1,59,1,1,4,6,5,1,0,12,13,1,0,1,1
944,.72659999,70360.811095,0,2,1,30,1,1,1,4,3,1,1,14,17,0,0,0,0
945,.65069997,63010.204474,4,2,1,58,1,1,4,1,5,1,0,12,6,1,1,1,1
946,1.3126,127101.016271,4,2,1,40,1,1,2,5,5,1,1,14,23,1,1,1,1
947,.80409998,77863.607347,2,2,1,50,1,1,1,5,5,1,0,12,3,0,0,1,1
949,.72659999,70360.811095,4,1,1,32,0,1,3,6,4,1,1,14,19,1,1,1,1
950,1.1346,109860.691023,4,1,1,78,0,1,4,6,5,1,1,16,12,1,1,1,1
953,1.5554,150604.579287,4,1,1,23,0,1,1,3,1,1,0,14,18,1,1,1,1
954,1.8388,178053.527832,3,1,1,60,0,1,4,6,2,1,1,14,21,0,1,1,1
957,2.1277001,206026.786996,4,2,1,52,1,1,4,5,3,1,1,12,13,1,1,1,1
958,1.1761,113878.148133,4,1,1,56,0,1,1,6,3,1,0,12,19,1,1,1,1
959,2.1277001,206026.786996,4,1,1,59,0,1,3,3,3,1,1,12,7,1,1,1,1
960,1.8098,175244.489398,3,2,1,66,1,1,2,3,5,1,0,9,1,0,1,1,1
961,1.4776,143071.21078,2,1,1,33,0,1,2,5,2,1,0,14,12,1,1,0,0
963,.5104,49423.147246,0,2,4,37,1,0,1,4,3,1,1,16,6,0,0,0,0
964,1.7794,172297.580679,2,2,1,42,1,1,3,3,3,1,1,14,9,0,1,1,0
965,1.8388,178053.527832,2,2,1,64,1,1,3,1,5,1,1,14,4,1,1,0,0
966,.72320002,70026.547101,1,1,4,20,0,0,2,4,3,1,0,13,13,0,0,1,0
969,2.5409,246036.044184,3,1,1,52,0,1,3,3,3,1,1,17,14,1,1,1,0
973,.96139997,93087.516613,3,1,1,30,0,1,3,5,2,1,0,14,14,1,1,0,1
974,2.8968,280498.58566,2,2,1,41,1,1,4,6,2,1,0,16,18,1,1,0,0
975,2.3004999,222758.520739,4,1,1,63,0,1,1,1,1,1,0,16,15,1,1,1,1
978,2.5409,246036.044184,3,2,1,58,1,1,3,2,4,1,1,17,13,1,1,0,1
979,2.5409,246036.044184,4,2,1,58,1,1,4,5,2,0,0,17,19,1,1,1,1
980,1.4484,140249.755721,2,2,1,46,1,1,3,3,2,1,0,16,18,1,1,0,0
982,2.3004999,222758.520739,2,1,1,62,0,1,2,4,1,1,1,16,23,1,1,0,0
983,2.9609001,286696.935889,1,2,5,19,1,0,1,3,2,0,0,13,1,0,1,0,0
984,.79369998,76855.092848,4,1,2,59,0,0,4,3,5,1,1,17,18,1,1,1,1
985,1.3348,129245.032944,3,2,1,58,1,1,4,3,3,1,0,17,18,1,1,0,1
986,2.4054999,232918.373633,3,1,1,31,0,1,3,7,3,1,1,16,19,1,1,0,1
987,3.0021,290690.939707,2,1,1,70,0,1,3,6,5,1,1,17,18,1,1,0,0
988,1.01,97799.16176800001,1,2,1,37,1,1,2,3,3,1,0,14,11,0,1,0,0
990,2.3004999,222758.520739,1,2,1,66,1,1,3,6,5,1,1,16,11,1,0,0,0
991,2.3155,224205.846596,1,2,1,49,1,1,2,4,3,1,0,14,9,0,0,0,1
994,1.0669,103307.087846,3,2,1,51,1,1,3,5,4,1,0,13,12,1,1,0,1
996,2.0143001,195042.252086,2,1,1,33,0,1,1,4,2,1,1,12,18,0,1,0,1
1000,.25830001,25008.10293,0,2,2,35,1,0,1,4,3,1,0,13,13,0,0,0,0
1003,.49329999,47770.550819,2,2,2,20,1,0,2,6,5,1,0,11,1,0,1,0,1
1008,.1742,16868.021992,2,2,2,63,1,0,4,6,5,1,0,13,13,0,1,0,1
1009,.2313,22393.457326,3,1,2,43,0,0,4,4,5,1,0,12,1,0,1,1,1
1012,.38730001,37499.105087,0,1,2,43,0,0,1,5,2,1,0,12,1,0,0,0,0
1013,.3788,36681.394423,0,1,2,19,0,0,1,4,3,1,0,12,1,0,0,0,0
1018,.2726,26398.805004,1,2,2,51,1,0,2,3,3,1,1,14,12,0,1,0,0
1020,.2265,21931.971626,2,2,2,76,1,0,3,1,5,1,0,14,12,1,1,0,0
1023,.193,18692.846497,0,2,2,56,1,0,3,4,5,1,0,16,8,0,0,0,0
1027,.2814,27244.403089,0,2,2,75,1,0,4,5,4,1,0,9,8,0,0,0,0
1030,.2022,19583.221492,0,2,2,47,1,0,4,7,5,1,0,12,1,0,0,0,0
1031,.2814,27244.403089,0,1,2,73,0,0,4,4,3,1,0,6,15,0,0,0,0
1035,.1742,16868.021992,0,2,2,58,1,0,3,5,5,1,0,14,9,0,0,0,0
1037,.19159999,18551.56772,0,1,2,35,0,0,2,4,5,1,0,12,9,0,0,0,0
1038,.2288,22154.179084,0,2,2,36,1,0,4,3,5,1,0,17,16,0,0,0,0
1039,.4161,40287.407693,0,1,2,20,0,0,4,3,3,1,0,12,8,0,0,0,0
1043,.2208,21375.311539,0,1,2,41,0,0,4,7,5,1,0,13,2,0,0,0,0
1044,.32659999,31624.959496,0,2,2,39,1,0,3,5,3,1,0,12,9,0,0,0,0
1047,.27059999,26199.285317,1,1,2,37,0,0,3,4,5,1,0,9,3,0,0,1,0
1051,.29460001,28527.288551,0,1,2,19,0,0,4,4,2,1,0,12,2,0,0,0,0
1055,.1825,17671.477206,1,1,2,63,0,0,4,3,2,1,0,12,15,0,1,0,0
1056,.2726,26398.805004,2,2,2,54,1,0,4,6,5,1,1,13,13,0,1,0,1
1058,.58920002,57048.795377,2,2,4,64,1,0,3,2,5,1,0,12,6,1,1,0,0
1061,.40020001,38749.86967,2,1,2,85,0,0,4,2,5,1,1,16,12,1,1,0,0
1067,.27059999,26199.285317,3,1,2,36,0,0,3,5,5,1,1,12,13,1,1,0,1
1072,.19159999,18551.56772,1,2,2,39,1,0,3,2,5,1,0,12,12,0,1,0,0
1075,.65509999,63437.159893,1,2,1,56,1,1,2,2,1,1,0,12,23,1,0,0,0
1076,.92439997,89505.87392300001,4,1,1,80,0,1,3,4,2,0,0,17,17,1,1,1,1
1077,.7033,68103.62769199999,1,2,1,68,1,1,2,1,5,1,0,10,6,0,0,0,1
1081,1.9102,184961.689968,1,2,1,23,1,1,2,2,4,1,1,12,17,0,0,0,1
1085,2.4258001,234885.187461,2,1,1,49,0,1,3,3,4,1,0,12,17,1,1,0,0
1086,2.4258001,234885.187461,2,1,1,48,0,1,1,3,1,1,1,12,3,1,1,0,0
1088,.75760001,73362.041591,0,2,1,25,1,1,1,4,3,1,1,12,6,0,0,0,0
1089,2.5139,243420.107469,2,1,1,86,0,1,3,3,1,1,0,12,12,0,1,1,0
1091,1.9227,186174.418759,4,1,1,38,0,1,3,6,2,1,1,15,12,1,1,1,1
1094,.75590003,73191.03711400001,0,1,2,27,0,0,4,7,5,1,0,12,2,0,0,0,0
1097,1.0154999,98330.08874799999,3,2,7,55,1,0,2,6,5,1,0,16,16,1,1,0,1
1098,1.0154999,98330.08874799999,4,1,1,50,0,1,2,4,3,1,0,14,18,1,1,1,1
1100,1.2027,116459.571189,1,2,1,35,1,1,3,4,1,1,0,16,14,0,1,0,0
1101,1.1576999,112103.293292,4,1,1,47,0,1,3,3,3,1,0,14,13,1,1,1,1
1102,1.2027,116459.571189,2,2,1,34,1,1,3,2,4,1,0,16,10,1,1,0,0
1103,.62110001,60145.368854,1,1,4,51,0,0,4,3,5,0,0,15,14,0,1,0,0
1104,.70819998,68569.997349,3,1,1,45,0,1,3,3,3,1,0,14,16,0,1,1,1
1107,1.0584,102486.765731,0,2,1,50,1,1,3,1,5,0,1,14,9,0,0,0,0
1108,3.7042999,358679.696587,0,2,1,27,1,1,3,3,5,0,1,17,6,0,0,0,0
1109,2.3884001,231270.174697,2,1,1,39,0,1,4,7,2,1,1,12,15,1,1,0,0
1110,1.8388,178053.527832,1,1,1,63,0,1,4,4,2,1,1,14,15,0,1,0,0
1111,1.2027,116459.571189,4,2,1,36,1,1,3,3,1,1,0,17,19,1,1,1,1
1112,1.2704999,123018.428111,4,1,1,51,0,1,3,4,5,1,0,16,18,1,1,1,1
1113,1.1998,116176.741478,2,2,1,80,1,1,3,4,5,1,0,13,9,1,1,0,0
1114,2.5139,243420.107469,3,2,1,74,1,1,4,5,4,1,1,12,12,1,1,0,1
1115,.70230001,68004.5083,1,2,2,40,1,0,3,4,4,1,0,14,14,0,1,0,0
1116,1.4484,140249.755721,3,2,1,44,1,1,4,5,4,1,0,16,21,1,1,0,1
1117,2.4054999,232918.373633,3,2,1,30,1,1,3,5,2,1,1,17,23,1,1,0,1
1118,1.257,121710.455437,0,1,1,90,0,1,4,6,5,1,0,12,12,0,0,0,0
1119,2.5409,246036.044184,2,2,1,58,1,1,3,6,5,1,1,16,1,1,1,0,0
1120,1.1576999,112103.293292,3,1,1,48,0,1,4,6,2,1,0,14,22,1,1,0,1
1121,1.8388,178053.527832,3,2,1,63,1,1,3,1,3,1,1,15,9,1,1,0,1
1123,2.4054999,232918.373633,3,1,1,31,0,1,2,6,3,1,1,16,16,1,1,0,1
1124,2.3996,232352.71608,1,2,1,90,1,1,3,6,4,1,0,14,8,0,0,1,0
1126,1.9227,186174.418759,3,1,1,36,0,1,3,5,4,1,1,15,20,1,1,0,1
1127,2.4054999,232918.373633,3,1,1,35,0,1,3,5,3,1,1,16,25,1,1,1,0
1129,.62110001,60145.368854,2,1,1,54,0,1,4,6,3,1,0,13,18,1,1,0,0
1132,.98320001,95206.45994099999,2,1,1,58,0,1,4,5,4,1,1,16,13,0,1,0,1
1133,.56330001,54547.789681,2,1,2,31,0,0,4,4,5,1,0,17,17,0,1,1,0
1135,.38999999,37766.350897,3,1,2,45,0,0,4,4,5,1,1,16,16,1,1,0,1
1138,.59570003,57683.537518,4,2,2,21,1,0,4,4,5,1,0,14,1,1,1,1,1
1139,.2288,22154.179084,3,2,2,29,1,0,4,5,5,1,0,16,14,1,1,0,1
1140,.2288,22154.179084,4,2,2,39,1,0,4,3,5,1,0,16,17,1,1,1,1
1142,.1742,16868.021992,2,2,2,61,1,0,4,2,5,1,0,14,14,1,1,0,0
1143,.2022,19583.221492,4,2,2,56,1,0,3,2,5,1,0,11,13,1,1,1,1
1147,.2313,22393.457326,4,2,2,41,1,0,1,2,4,1,1,12,9,1,1,1,1
1148,.23729999,22976.632167,1,2,2,70,1,0,4,4,5,1,0,12,7,0,1,0,0
1151,.2288,22154.179084,0,2,2,37,1,0,1,4,5,1,0,14,9,0,0,0,0
1153,.1742,16868.021992,4,1,2,60,0,0,4,5,3,1,0,14,8,1,1,1,1
1155,.9242,89488.096089,1,1,2,29,0,0,1,3,3,1,0,13,12,0,1,0,0
1156,.46759999,45280.638345,1,2,2,44,1,0,2,6,5,1,0,14,4,0,1,0,0
1159,.96820003,93750.58030099999,1,2,2,18,1,0,1,5,4,0,0,12,5,0,1,0,0
1161,.68409997,66239.672829,0,2,2,53,1,0,3,6,3,1,0,12,1,0,0,0,0
1164,.52060002,50409.915814,1,1,2,65,0,0,1,6,4,1,0,12,5,0,1,0,0
1165,.62959999,60966.896175,0,1,2,36,0,0,4,4,5,1,1,12,14,0,0,0,0
1166,2.5409,246036.044184,1,2,1,49,1,1,4,6,5,1,1,16,14,0,1,0,0
1167,2.5974,251506.940842,4,2,1,45,1,1,3,6,4,1,1,16,13,1,1,1,1
1168,2.1277001,206026.786996,2,1,1,55,0,1,3,6,5,1,1,12,17,1,1,0,0
1169,1.9263999,186534.548042,0,1,1,62,0,1,3,5,5,1,1,12,13,0,0,0,0
1170,1.6295,157778.1551,0,2,1,18,1,1,1,5,3,1,0,12,3,0,0,0,0
1172,2.9609001,286696.935889,2,2,1,24,1,1,4,3,4,1,1,14,6,1,1,0,0
1173,1.1999,116189.08472,0,2,1,66,1,1,3,7,4,1,0,11,7,0,0,0,0
1174,.77710003,75246.436048,2,2,1,56,1,1,4,6,5,1,1,17,23,0,1,0,1
1176,.76880002,74446.391017,0,1,1,88,0,1,4,3,4,1,0,12,7,0,0,0,0
1177,.56239998,54455.002476,1,2,1,60,1,1,4,3,5,1,0,13,5,0,1,0,0
1179,.90549999,87681.960272,2,2,1,29,1,1,4,6,3,1,0,14,10,1,1,0,0
1180,.69859999,67645.265228,2,2,1,66,1,1,1,7,5,1,0,8,6,1,1,0,0
1181,.67809999,65657.3643,0,2,2,56,1,0,1,6,4,1,0,13,17,0,0,0,0
1182,.95609999,92574.728567,0,1,1,52,0,1,1,1,2,1,0,9,5,0,0,0,0
1183,.33899999,32828.68215,0,2,2,25,1,0,4,4,3,1,0,13,6,0,0,0,0
1185,2.4258001,234885.187461,0,2,1,42,1,1,4,3,5,1,1,12,8,0,0,0,0
1189,1.8388,178053.527832,2,2,1,64,1,1,4,2,5,1,1,14,2,0,1,0,1
1190,1.1104,107514.454363,2,2,1,48,1,1,4,6,5,1,1,15,13,1,1,0,0
1191,1.1576999,112103.293292,2,2,1,46,1,1,4,3,2,1,1,16,4,1,1,0,0
1193,1.4804,143348.941064,1,2,1,28,1,1,3,4,4,0,0,15,12,0,1,0,0
1194,2.9609001,286696.935889,2,2,1,22,1,1,3,2,1,1,0,14,8,0,1,0,1
1195,2.8968,280498.58566,3,2,1,49,1,1,4,5,1,1,1,17,19,1,1,1,0
1198,.2577,24956.385373,1,1,2,62,0,0,4,7,5,1,1,9,2,1,0,0,0
1200,.83209997,80574.81538499999,3,2,2,20,1,0,1,4,3,0,0,12,1,0,1,1,1
1204,.75190002,72806.328632,1,2,2,34,1,0,4,2,5,1,1,16,14,0,1,0,0
1205,.75190002,72806.328632,3,1,2,28,0,0,4,2,5,1,1,17,16,1,1,0,1
1206,1.8227,176489.418949,3,1,1,39,0,1,4,4,3,1,1,13,14,1,1,0,1
1207,.63440001,61431.187315,3,1,2,53,0,0,3,4,4,1,1,14,13,1,1,0,1
1210,.63440001,61431.187315,1,2,2,53,1,0,4,4,4,1,1,14,13,0,1,0,0
1212,1.8996,183939.240886,1,2,1,31,1,1,2,2,5,1,1,11,3,0,1,0,0
1213,.62959999,60966.896175,0,2,2,36,1,0,4,1,5,1,0,12,16,0,0,0,0
