WUSTLID,White,Black,Asian,Education,Income,Ideology,Female,GOP,Democrat,Age2016,StealShampoo,weights
1053576,1,0,0,10,1,2,1,0,0,30,1,1.63
1053577,0,0,0,8,1,2,0,0,1,82,1,7.38
1053578,1,0,0,12,6,5,1,0,1,77,1,0.2
1053579,1,0,0,13,9,2,0,0,1,53,1,0.14
1053580,0,1,0,13,14,1,0,0,1,80,0,1.11
1053581,0,0,0,9,3,6,1,1,0,62,1,3.77
1053731,0,0,0,10,7,6,0,0,1,83,0,0.51
1053732,0,0,0,9,2,8,0,0,0,58,0,0.38
1053733,1,0,0,15,13,1,0,0,1,61,1,0.32
1053735,0,1,0,12,5,4,0,0,1,55,1,0.41
1053736,1,0,0,10,4,6,0,0,0,57,1,0.13
1053737,1,0,0,10,8,4,0,0,0,71,1,0.32
1053739,0,1,0,12,5,2,1,0,0,66,1,0.85
1053740,1,0,0,9,3,5,0,0,0,60,0,0.62
1053741,1,0,0,14,3,2,1,0,1,71,1,0.31
1054047,1,0,0,12,10,6,1,1,0,49,1,0.3
1054050,1,0,0,10,4,4,0,0,0,50,0,0.06
1054051,1,0,0,11,7,6,0,1,0,64,1,0.51
1054055,1,0,0,13,11,2,0,0,1,60,1,0.25
1054059,0,0,0,15,11,4,1,0,0,29,1,1.23
1054062,1,0,0,9,5,5,0,0,0,63,1,1.01
1054067,1,0,0,11,11,6,0,1,0,59,1,1.02
1054071,0,0,0,13,2,8,0,0,1,59,1,0.26
1054072,1,0,0,13,11,8,1,0,0,34,1,0.98
1054076,1,0,0,10,4,2,0,0,0,62,1,0.25
1054077,1,0,0,9,8,5,1,1,0,31,1,1.44
1054078,1,0,0,9,5,8,1,0,0,67,0,1.22
1054079,1,0,0,10,2,6,0,1,0,33,0,0.28
1054081,1,0,0,11,5,4,1,0,0,61,1,0.35
1054082,1,0,0,13,13,6,1,1,0,65,0,0.66
1054090,1,0,0,10,1,2,0,0,1,61,1,0.08
1054379,1,0,0,12,1,3,1,0,1,32,1,0.92
1054385,1,0,0,12,9,3,1,0,0,56,1,0.73
1054386,1,0,0,15,5,3,0,0,0,57,1,0.41
1054517,1,0,0,13,16,6,0,1,0,46,1,0.9
1054846,1,0,0,12,6,6,0,1,0,65,1,1.17
1054848,1,0,0,8,4,8,1,0,1,87,1,2.68
1054849,1,0,0,13,11,2,1,0,1,36,1,1.44
1054851,1,0,0,10,3,6,0,0,0,76,1,0.2
1054966,1,0,0,12,5,2,1,0,1,66,1,2.33
1054968,1,0,0,14,7,3,1,0,1,67,1,0.93
1054970,1,0,0,12,6,1,0,0,1,46,1,0.25
1054972,1,0,0,9,3,6,1,1,0,64,1,0.97
1054973,1,0,0,10,5,6,1,0,0,66,1,0.47
1054976,1,0,0,12,7,3,0,0,0,66,1,0.13
1054978,1,0,0,10,4,6,1,0,1,58,1,0.23
1055064,0,0,0,12,6,2,0,0,0,66,0,2.98
1055065,1,0,0,10,6,5,0,0,1,68,1,7.38
1055070,1,0,0,9,3,4,0,1,0,57,0,1.33
1055627,0,0,0,12,6,3,1,0,0,68,1,0.18
1055628,1,0,0,9,6,3,1,0,1,39,1,1.79
1055630,1,0,0,9,3,8,1,0,0,44,1,1.33
1056055,1,0,0,11,3,6,1,0,1,61,1,0.58
1056058,1,0,0,12,1,4,0,0,0,55,1,0.28
1056260,1,0,0,9,7,6,1,1,0,56,1,0.99
1056261,1,0,0,14,6,1,0,0,1,66,1,0.14
1056262,1,0,0,12,10,6,0,0,1,54,1,0.39
1056263,1,0,0,10,6,5,0,0,0,64,1,0.14
1056267,1,0,0,13,1,2,0,0,1,40,1,0.06
1056270,1,0,0,12,3,3,1,0,1,44,1,0.06
1056272,1,0,0,15,11,1,0,0,1,75,1,0.66
1056275,1,0,0,12,2,2,1,0,1,84,1,1.82
1056276,1,0,0,10,3,8,1,0,0,32,1,0.1
1056277,1,0,0,12,8,4,1,0,0,51,1,1.68
1056278,1,0,0,12,7,4,0,0,0,46,1,0.9
1056501,1,0,0,11,12,1,0,0,1,65,1,1.18
1056502,0,1,0,9,5,1,0,0,1,65,0,0.57
1056503,0,1,0,13,11,5,1,0,1,43,1,0.83
1056504,1,0,0,10,6,8,0,0,0,56,1,0.46
1056505,0,1,0,13,5,1,1,0,0,56,1,0.76
1056507,0,1,0,9,8,3,1,0,1,72,1,7.38
1056508,0,1,0,5,1,7,1,0,0,31,0,7.38
1056682,1,0,0,11,1,1,1,0,1,75,1,0.13
1056684,1,0,0,10,10,7,1,1,0,80,1,1.27
1056687,1,0,0,12,13,6,0,1,0,69,1,1.3
1056692,1,0,0,9,4,5,0,1,0,70,1,0.46
1056693,1,0,0,10,2,6,1,0,0,36,1,1.67
1056694,1,0,0,12,4,7,0,1,0,90,1,0.82
1056695,1,0,0,13,8,3,1,0,1,65,1,0.22
1056703,1,0,0,10,4,3,1,0,1,58,0,0.53
1056704,1,0,0,12,7,1,0,0,0,78,1,0.21
1056708,1,0,0,13,14,6,0,1,0,33,1,0.69
1056711,1,0,0,13,11,3,0,0,1,58,1,0.49
1056714,1,0,0,12,11,7,0,0,0,57,1,0.47
1056715,1,0,0,10,6,2,1,0,1,72,1,0.42
1057515,1,0,0,12,2,4,0,0,1,45,0,0.1
1057520,1,0,0,11,9,4,0,0,1,76,1,0.3
1057521,1,0,0,15,10,4,0,1,0,87,0,0.21
1057522,1,0,0,14,8,7,1,1,0,27,1,1.23
1057523,0,0,0,13,7,5,1,0,1,80,1,0.42
1057524,1,0,0,12,12,4,0,1,0,45,1,0.73
1057533,1,0,0,10,8,2,0,0,1,74,1,0.69
1057538,1,0,0,10,3,3,0,0,0,49,1,0.2
1057539,1,0,0,10,5,5,1,0,0,66,1,0.49
1057545,1,0,0,14,8,8,0,0,1,30,1,0.84
1057548,1,0,0,12,7,6,0,1,0,61,1,0.1
1057549,1,0,0,10,6,6,1,0,0,58,1,0.45
1057551,1,0,0,13,7,2,1,0,1,57,1,0.69
1058161,1,0,0,13,6,3,1,0,0,69,1,0.18
1058163,1,0,0,11,2,5,0,0,0,64,1,0.14
1058164,1,0,0,13,14,2,0,0,1,58,1,0.72
1058756,1,0,0,12,10,4,1,0,0,48,1,0.41
1058757,1,0,0,10,6,8,1,0,0,70,1,0.4
1058758,1,0,0,11,9,5,1,1,0,40,1,0.65
1058759,1,0,0,15,13,5,0,0,0,52,0,1.3
1058760,1,0,0,10,8,2,0,0,1,41,1,0.39
1058761,1,0,0,15,14,2,1,0,1,66,1,0.83
1058762,1,0,0,13,3,2,1,0,1,41,1,0.06
1058831,1,0,0,13,9,1,0,0,1,65,1,0.78
1059573,1,0,0,10,7,2,0,0,1,43,1,0.33
1059577,1,0,0,12,9,5,0,1,0,68,1,0.39
1059581,0,1,0,12,6,6,0,1,0,68,1,0.57
1059930,1,0,0,12,4,2,0,0,0,44,0,0.1
1059934,1,0,0,12,13,2,1,0,1,32,1,0.2
1059935,1,0,0,13,11,6,0,1,0,78,1,0.72
1060266,1,0,0,10,11,5,1,1,0,75,1,0.54
1060269,1,0,0,10,7,6,1,1,0,73,1,0.2
1060270,1,0,0,12,8,6,1,0,0,83,0,0.41
1060273,0,1,0,13,8,3,1,0,1,54,1,0.93
1060576,1,0,0,12,14,6,0,1,0,33,1,0.47
1061036,0,1,0,10,1,8,1,0,0,84,0,0.64
1061037,1,0,0,13,4,4,1,0,1,81,1,0.06
1061041,1,0,0,12,6,5,0,0,0,64,1,0.07
1061042,1,0,0,9,5,4,0,0,1,76,1,0.19
1061044,1,0,0,10,10,4,0,0,0,61,1,0.47
1062343,1,0,0,12,13,2,1,0,1,39,1,0.33
1096139,1,0,0,9,2,4,0,0,0,67,0,0.27
1096140,1,0,0,13,3,2,0,0,1,39,1,0.06
1096221,1,0,0,13,16,5,0,0,0,57,1,0.62
1096223,0,0,1,12,14,5,1,0,1,67,1,1.51
1096225,1,0,0,11,6,6,1,0,1,70,0,1.31
1096226,1,0,0,12,7,2,0,0,1,77,1,2.36
1096227,1,0,0,13,4,2,1,0,1,62,1,0.33
1096228,1,0,0,15,10,2,0,0,1,94,1,0.14
1096229,1,0,0,12,4,3,0,0,1,47,1,0.18
1096232,1,0,0,10,2,8,0,0,0,59,0,0.14
1096233,1,0,0,11,5,6,0,1,0,64,1,0.59
1096418,1,0,0,12,3,1,0,0,0,50,1,0.28
1096421,1,0,0,9,3,3,0,0,0,64,1,0.18
1096422,1,0,0,13,7,3,0,0,0,34,1,0.83
1096426,1,0,0,13,5,2,1,0,1,30,1,0.12
1096427,1,0,0,13,11,2,0,0,0,50,1,0.56
1096429,0,0,0,11,11,6,1,0,1,34,0,1.98
1096430,1,0,0,9,6,5,0,0,0,62,1,1.75
1096431,1,0,0,10,11,4,1,0,1,51,1,0.22
1096434,0,1,0,13,12,4,1,0,1,38,1,1.38
1096435,1,0,0,11,9,6,0,0,0,29,0,0.53
1096436,1,0,0,13,9,4,0,1,0,32,1,0.9
1096437,1,0,0,15,9,7,0,0,0,59,1,0.34
1096440,1,0,0,12,8,4,0,1,0,42,1,0.78
1096445,0,0,0,13,2,6,0,1,0,51,1,0.07
1096449,1,0,0,10,2,6,0,1,0,44,0,0.18
1096452,1,0,0,15,7,2,1,0,1,35,1,0.34
1096454,1,0,0,13,8,3,0,0,0,52,1,0.12
1096455,1,0,0,10,2,7,1,1,0,64,1,0.11
1096456,1,0,0,11,1,2,1,0,0,63,1,0.62
1096457,1,0,0,9,8,8,1,0,1,60,1,3.98
1096458,1,0,0,13,11,4,1,0,1,62,1,0.46
1096464,1,0,0,10,11,4,0,0,0,45,1,0.54
1096465,1,0,0,11,9,2,0,0,0,50,1,7.38
1096466,1,0,0,12,10,4,1,0,0,71,1,0.46
1096580,1,0,0,11,11,7,1,1,0,71,1,3.06
1096584,1,0,0,13,11,2,0,0,1,29,1,0.34
1096585,0,0,0,12,7,2,1,0,1,40,0,0.95
1096590,1,0,0,10,2,8,1,0,1,64,1,0.16
1096594,1,0,0,10,3,6,1,0,0,28,1,0.13
1096595,1,0,0,10,3,2,1,0,0,73,1,0.43
1096597,1,0,0,13,5,7,1,1,0,25,1,0.18
1096598,1,0,0,10,4,6,0,0,0,69,1,0.11
1096603,1,0,0,12,16,4,1,0,1,51,1,0.59
1096604,0,1,0,10,3,8,1,0,1,78,1,0.95
1096607,1,0,0,8,1,5,0,0,1,59,1,0.86
1096608,1,0,0,5,3,6,0,0,0,44,1,1.11
1096609,1,0,0,9,4,8,1,0,0,42,1,1.55
1096610,0,1,0,12,7,2,0,0,1,38,0,0.36
1096688,1,0,0,12,3,1,0,0,0,53,1,0.57
1096691,1,0,0,12,12,2,1,0,1,59,1,0.87
1096693,1,0,0,15,13,2,1,0,1,43,1,0.78
1096697,1,0,0,12,6,6,0,1,0,68,1,0.74
1096700,1,0,0,9,3,2,0,0,1,56,1,0.4
1096702,1,0,0,12,6,4,1,1,0,59,1,0.06
1096703,1,0,0,12,4,6,0,1,0,48,0,0.93
1096704,1,0,0,8,4,6,0,0,0,73,1,0.18
1096793,1,0,0,12,12,2,1,0,1,28,1,0.92
1096794,1,0,0,12,3,5,1,0,1,71,1,0.13
1096796,1,0,0,10,4,4,1,0,1,54,0,1.05
1096797,0,1,0,12,2,2,0,0,1,57,0,0.78
1096798,0,1,0,8,3,4,1,0,1,69,1,0.28
1096799,1,0,0,12,11,5,1,0,1,37,1,0.4
1096800,1,0,0,12,9,4,0,0,0,58,1,2.05
1096946,1,0,0,11,12,5,0,0,0,62,1,1.74
1096948,0,0,1,12,5,4,0,0,1,59,1,0.25
1096949,1,0,0,13,11,6,0,1,0,42,1,0.48
1096952,1,0,0,15,9,1,0,0,1,31,0,0.15
1096954,1,0,0,10,4,6,0,1,0,79,1,0.11
1096955,1,0,0,9,2,2,1,0,1,42,1,0.16
1096964,1,0,0,10,4,4,0,1,0,54,1,2.15
1096966,1,0,0,15,8,4,0,0,0,55,1,0.15
1096969,1,0,0,10,3,5,0,0,0,68,1,3.33
1097075,0,0,0,12,2,8,1,0,1,84,1,0.34
1097076,1,0,0,10,6,7,1,1,0,81,0,0.27
1097078,1,0,0,9,1,1,1,0,1,84,0,2.38
1097079,1,0,0,13,4,3,1,0,1,80,1,0.68
1097080,1,0,0,14,3,5,1,0,0,40,0,0.71
1097081,1,0,0,12,2,4,1,0,1,65,1,0.21
1097082,1,0,0,13,5,2,1,0,0,56,1,0.21
1097086,1,0,0,11,13,8,1,0,0,45,1,1.24
1097087,1,0,0,9,10,6,0,1,0,62,1,1.26
1097089,1,0,0,9,4,5,1,0,0,72,1,0.6
1097090,1,0,0,12,9,7,0,1,0,38,0,0.3
1097176,1,0,0,13,3,2,1,0,1,61,1,1.56
1097181,1,0,0,12,11,6,1,1,0,35,1,0.37
1097182,1,0,0,9,3,8,1,0,0,58,1,1.52
1097184,0,1,0,13,7,3,1,0,1,46,1,0.39
1097245,1,0,0,9,4,8,0,0,0,73,0,1.71
1097247,1,0,0,12,4,2,1,0,1,70,1,0.22
1097357,1,0,0,11,6,6,0,1,0,69,1,1.09
1097359,0,1,0,13,3,4,1,0,1,80,1,1.32
1098484,1,0,0,10,6,7,1,1,0,70,1,0.62
1098485,1,0,0,9,2,7,0,0,0,27,0,1.25
1098769,1,0,0,12,12,6,0,0,0,69,0,0.48
1098773,1,0,0,10,2,3,1,1,0,59,1,0.06
1098774,1,0,0,9,6,4,0,0,0,81,1,0.72
1099095,1,0,0,14,7,2,1,0,1,47,1,5.46
1099096,1,0,0,9,4,8,1,0,0,53,1,1.22
1099097,1,0,0,11,11,6,1,1,0,69,1,1.36
1099098,1,0,0,9,3,7,0,1,0,46,0,0.81
1099099,1,0,0,15,13,6,0,0,0,42,1,0.1
1099102,0,1,0,11,6,4,1,0,1,44,1,0.19
1099103,1,0,0,12,5,2,1,0,1,71,1,0.74
1099534,1,0,0,11,8,4,0,0,1,36,1,0.99
1099535,1,0,0,9,5,2,1,0,1,61,1,0.74
1099536,1,0,0,13,6,4,1,0,1,77,1,0.34
1099537,1,0,0,11,5,5,0,1,0,76,1,0.41
1099538,0,0,1,14,11,6,0,0,0,49,1,0.15
1099539,1,0,0,13,4,6,1,1,0,53,1,0.21
1101653,0,0,0,10,3,6,1,0,0,46,1,0.45
1101655,1,0,0,8,5,8,0,0,0,74,1,7.38
1101656,1,0,0,12,4,7,1,1,0,43,1,0.21
1101658,1,0,0,7,12,2,1,0,0,78,1,7.38
1102524,1,0,0,9,1,5,0,0,0,61,1,2.79
1102526,1,0,0,8,4,8,0,0,1,64,1,7.38
1102534,1,0,0,15,10,2,0,0,1,56,1,0.52
1102536,1,0,0,13,11,2,1,0,1,45,1,0.78
1102541,1,0,0,10,8,5,1,0,0,82,1,1.03
1102542,1,0,0,14,13,5,0,0,0,62,1,0.52
1102543,1,0,0,10,3,8,1,0,0,61,1,0.12
1102545,1,0,0,13,6,3,1,0,1,53,1,0.33
1102547,0,1,0,10,3,2,1,0,1,61,1,0.11
1102548,1,0,0,11,5,2,1,0,1,71,1,0.12
1102549,1,0,0,12,8,2,1,0,1,38,1,0.12
1102551,1,0,0,10,2,6,1,0,0,54,1,0.06
1102552,1,0,0,10,1,8,1,1,0,61,1,0.12
1102555,1,0,0,12,10,2,1,0,1,58,1,1.12
1102559,1,0,0,8,4,4,0,0,0,70,0,0.15
1102563,1,0,0,3,4,3,0,0,0,31,0,2.01
1102565,1,0,0,11,1,8,0,0,0,60,0,0.23
1102567,1,0,0,12,11,6,0,1,0,70,1,0.81
1102569,1,0,0,13,5,4,0,0,0,40,1,0.08
1102574,1,0,0,10,4,7,1,1,0,78,1,0.46
1102577,1,0,0,9,8,6,1,0,0,73,0,2
1102578,0,0,0,12,13,8,0,1,0,68,1,0.62
1102579,1,0,0,15,11,3,0,0,0,81,1,0.68
1102580,1,0,0,13,9,4,1,0,1,78,1,0.71
1102581,1,0,0,13,10,4,1,0,0,60,1,0.24
1103506,1,0,0,11,2,6,1,0,0,84,1,0.2
1104203,1,0,0,9,4,4,1,0,0,60,1,7.38
1106235,1,0,0,14,11,6,0,1,0,65,1,1.02
1106238,1,0,0,10,8,6,0,1,0,37,1,0.28
1106239,1,0,0,9,7,7,0,1,0,56,0,2.73
1106243,1,0,0,9,4,6,1,1,0,60,0,0.89
1106244,1,0,0,10,4,6,1,1,0,68,1,0.62
1106246,1,0,0,10,6,7,1,1,0,52,1,0.43
1106247,1,0,0,12,14,6,0,1,0,38,0,1.01
1106249,1,0,0,12,6,4,0,0,0,74,1,0.22
1106250,0,1,0,12,8,4,0,0,1,40,1,0.86
1106253,1,0,0,9,5,6,1,1,0,47,1,2.01
1106254,1,0,0,11,6,5,1,1,0,41,1,0.76
1106255,1,0,0,12,6,6,1,1,0,50,1,0.39
1106970,1,0,0,12,8,7,1,1,0,61,1,0.36
1107398,1,0,0,10,11,3,1,0,1,58,1,2.14
1110032,1,0,0,10,3,6,1,1,0,70,1,0.36
1110033,1,0,0,12,6,3,0,0,1,78,1,0.38
1114947,1,0,0,11,2,6,0,0,0,74,1,0.14
1115273,0,1,0,10,3,3,1,0,1,45,1,0.2
